abandon	abbandonato
cabaret	cassare
cabaret	cavare
cabaret	cibare
cabaret	gabbare
cabbage	cabrare
cabbage	gabbare
cabin	cabinato
cabin	canino
cable	calere
cable	cantabile
cable	labile
cactuse	causale
cadaver	cadaverico
cadaver	cardare
cadd	candido
cadet	cadere
cadet	cadetto
cadge	cagare
cadherin	canterino
cadherin	carino
cadre	candidare
cadre	madre
cadre	radere
caesarean	calpestare
caesarean	carenare
caesarean	cascare
caesarean	cassare
caesarean	castrare
cafe	cafone
cal	calmo
cal	calvo
calculate	calcareo
calculate	calmante
calculate	calzante
calculator	calunniatore
caldera	calandrare
caldera	calmierare
calendar	balenare
calendar	cadenzare
calendar	calendarizzare
calendar	carenare
calender	baleniero
calibrate	cagliare
calibrate	calante
calibrate	calciare
calibrate	calibrare
calibrate	calmante
calibrate	calzante
calibrate	caratare
calicoe	calcolare
calicoe	calorico
calicoe	caotico
calicoe	carico
calicoe	carsico
calicoe	colico
calicoe	gallico
californian	californiano
caliper	calere
caliper	calpestare
caliper	capere
calla	calare
calla	calcolare
calla	capillare
calla	cavillare
caller	calere
calling	cavallino
callinico	catalitico
calliper	capere
calluse	causale
calluse	vallese
calory	caldo
calory	calmo
calory	calorico
calory	caloroso
calory	calvo
calory	color
calve	calare
calve	calere
calve	calvo
calve	cavare
calving	casalingo
calyce	calcareo
cam	calmo
camber	cambiare
cambodian	cambiare
camellia	caramellare
camellia	carmelitano
cameo	camuso
camera	camerale
camera	cameratesco
camisole	camionabile
camisole	camionale
camisole	camuso
camouflage	camuffare
camp	campare
camp	campato
camp	campire
campaign	campano
campanula	campale
campanula	campano
campanula	campanario
camper	campare
camper	campire
camper	campestre
camper	compiere
campesino	caprino
campesino	compreso
campfire	cambiare
campfire	camminare
campfire	campare
campfire	campeggiare
campfire	campire
campfire	campestre
campfire	capere
campfire	capillare
campfire	carpire
campfire	comparire
campfire	compire
campfire	compilare
campfire	tampinare
campsite	campire
campsite	campestre
campsite	compitare
campsite	composito
canaanite	cangiante
canaanite	contante
canaanite	mandante
canadian	canarino
canadian	cangiante
canadian	canino
canadian	conradiano
canadian	contadino
canal	cantabile
canal	carnale
canal	casual
canalize	camionale
canalize	canapiero
canalize	cannibalizzare
canalize	cantabile
canalize	cardinale
canape	canapiero
canape	cangiare
canape	cantare
canary	cangiare
canary	cantare
canary	carenare
cancellation	casellario
cancer	cancerogeno
cancer	canceroso
cancerian	canarino
candelabra	calabro
candidate	candire
candidate	cangiare
candidature	candeggiare
candidature	cangiare
candle	canadese
candle	carnale
cane	calante
cane	carnale
canid	candidare
canid	candido
canine	cangiante
canine	canino
canine	cantante
canine	capiente
canister	cangiante
canizare	cacare
canizare	cagare
canizare	calciare
canizare	cangiare
canna	canzonare
canner	cantante
canner	cantoniero
cannibal	cannibalesco
cannibal	cannibalizzare
cannibalise	cannibalesco
cannibalise	cannibalizzare
cannibalize	canalizzare
cannibalize	cannibalesco
cannibalize	cannibalizzare
cannulate	calmante
cannulate	calzante
cannulate	cantante
canon	cafone
canon	canino
canon	canoro
canonise	cafone
canonise	canonico
canonise	canonizzare
canonise	cantonale
canonise	cantoniero
canonise	canzonare
canonize	cafone
canonize	canonico
canonize	cantoniero
canonize	canzonare
canonry	canoro
canonry	cantoniero
canoodle	canoro
cant	cadente
cant	calante
cant	cantore
cant	carente
cantata	cantare
cantata	cantante
cantata	catastale
cantata	contattare
cantata	fantasista
canter	cantare
canter	cantante
canter	cantoniero
canter	cantore
canter	capiente
canticle	canicolare
canticle	cantabile
canticle	cantilenare
canticle	cantonale
cantione	cangiante
cantione	cantabile
cantione	canterino
cantione	canuto
canto	calcinato
canto	canoro
canto	canterino
canto	canuto
canto	carenato
canto	carino
canto	cinto
canto	contro
canto	santo
canton	cantoniero
canton	cantore
canton	canuto
canton	carenato
canton	casto
canton	cauto
canton	cinto
canvas	canadese
canvasser	canadese
canzona	cantonale
canzona	cauzionale
canzona	manzoniano
capacitor	campato
capacitor	rapitore
caparison	campanario
caparison	canarino
caparison	caparbio
caparison	caprino
caparison	capzioso
caparison	cartario
cape	campale
cape	capere
cape	caprese
caper	capere
caper	capace
capillary	capitolare
capillary	cavillare
capillary	papillare
capital	capitare
capital	capitale
capital	capitalista
capital	capitanare
capital	capitolino
capitalise	campale
capitalise	capitare
capitalise	capitale
capitalise	capitalista
capitalist	capitale
capitalist	capitalista
capitalist	capitalistico
capitalize	campale
capitalize	capitare
capitalize	capitale
capitalize	capitalista
capitalize	capitalizzare
capitulary	capitolare
capitulate	calante
capitulate	capitale
capitulate	capitolare
capon	capponare
caprice	campire
caprice	capere
caprice	capace
caprice	capire
caprice	caprese
caprice	cariare
caprice	carico
caprice	caricatore
caprice	carsico
capsize	campire
capsize	caprese
capsize	carpire
capstan	campano
capstan	capitanare
capstan	casertano
capstan	castano
capstan	castellano
captain	capitolino
caption	caotico
caption	capitolino
captivate	cantante
captivate	capiente
captivate	capitale
captivate	capotare
captive	capire
captive	cattivo
captor	cantore
captor	capotare
captor	cauto
captor	rapitore
capture	cantore
capture	capotare
capture	caprese
capture	carpire
caput	canuto
caput	capelluto
caput	saputo
car	caro
caramel	caramelloso
caramel	caramente
caramel	carnale
carapace	cartaceo
carat	caramente
carat	carcerato
carat	carenato
carat	castrato
carat	curato
carat	tarato
carbine	cardinale
carbine	cariare
carbine	cirineo
carbonate	cabinato
carbonate	carenato
carbonate	carente
carbonate	carnale
carbonate	carotare
carbuncle	carnale
carcase	cabrare
carcase	cacare
carcase	calcare
carcase	carcerare
carcase	cardare
carcase	cariare
carcase	carnale
carcase	carrarese
carcase	marcare
carcase	parcare
carcase	varcare
carcass	circasso
carcinogen	caprino
carcinogen	carnicino
carcinoid	canarino
carcinoid	caprino
carcinoid	carino
carcinoid	carnicino
carcinoid	saracino
carcinoma	canarino
carcinoma	caprino
carcinoma	carino
carcinoma	carnicino
carcinoma	saracino
card	caro
card	cardare
cardigan	carino
cardinal	cardiaco
cardinal	carino
cardinal	carnale
cardinal	cordiale
cardinal	marginale
care	cabrare
care	cacare
care	cagare
care	calare
care	calcare
care	calere
care	campare
care	campire
care	candire
care	cantare
care	capere
care	capire
care	captare
care	cardare
care	carente
care	cariare
care	carnale
care	carpire
care	cassare
care	causare
care	cavare
care	cerare
care	curare
care	dare
care	fare
care	marcare
care	parcare
careen	caprese
careen	carenare
careen	carenato
careen	carente
carer	calare
carer	calere
carer	capere
carer	capire
carer	carenare
carer	carezzare
carer	cavare
carer	cerare
carer	parere
caretaker	carenare
caretaker	carente
caretaker	cartario
cargo	canoro
cargo	carino
caricature	cabrare
caricature	cacare
caricature	caratare
caricature	cardare
caricature	caricaturale
caricature	carpire
caricature	marcare
caricature	parcare
carlist	calcistico
carload	cairota
carmaker	catramare
carman	campano
carmelite	camerale
carmelite	caramente
carmelite	carente
carnation	cabinato
carnation	caricato
carnation	carraio
carnation	cartario
carnation	castrato
carnation	curativo
carnivore	cangiare
carnivore	canicolare
carnivore	cantore
carnivore	carenare
carnivore	carotare
carnivore	carpire
carnosaur	carenare
carnosaur	carnoso
carnosaur	carotare
carol	canoro
carol	caro
carol	carico
carol	carino
carol	cartolare
carouse	camerunese
carouse	caro
carouse	carnoso
carouse	causale
carp	caro
carp	carpire
carpenter	carenare
carpenter	carenato
carpenter	carente
carpenter	corrente
carpet	capiente
carpete	caramente
carriage	carburare
carriage	carcerare
carriage	cardinale
carriage	cariare
carriage	carrarese
carriage	corrivare
carrier	cardare
carrier	cariare
carrot	carotare
carrot	carraio
carrot	cartario
cart	carente
cart	cert
cartel	carotare
carter	carente
cartesian	varesino
carthorse	cantore
carthorse	carotare
carthorse	cartolare
carthorse	cartonare
carthorse	curatore
cartilage	cartaceo
cartilage	cartolare
carton	carenato
carton	caricato
carton	cartario
carton	certo
carton	corto
cartoon	carnoso
cartoon	cartolario
cartoon	cartonare
cartridge	cartario
carve	cacare
carve	capire
carve	cerare
carver	carenare
carving	cervino
carving	corvino
casa	casomai
casa	casual
casa	casuale
casa	causare
casa	causale
cascade	cacare
cascade	cassare
case	cassare
casement	caramente
casement	casualmente
casement	causalmente
casenote	cadente
casenote	caramente
casino	carino
casino	casalingo
casino	castigliano
casket	casto
casserole	cassare
cassette	rassettare
cassowary	cassare
cast	castano
castanet	cantante
castanet	casertano
castanet	castano
castanet	castigare
castanet	castigato
castanet	castrare
castanet	castrato
castanet	castrense
castanet	catastale
castanet	costante
caste	casto
caste	castrare
caste	catastale
castellan	casellario
castellan	castano
castellan	costellare
caster	castrare
caster	castrato
castigate	cantante
castigate	castrare
castigate	castrato
castigate	costante
casting	castano
casting	castigato
castle	capitale
castle	castrare
castle	catastale
castle	causale
castor	cantore
castor	castano
castrate	campestre
castrate	cantante
castrate	caratare
castrate	castigare
castrate	castigato
castrate	castrato
castrate	castrense
castrate	catastale
castrate	catramare
castrate	costante
castrate	costatare
castrate	pastorale
castrate	pasturare
casuarina	caseario
cat	casto
cat	cauto
catacomb	cartaceo
catacomb	catartico
catalan	castano
catalan	castellano
catalan	catalogare
catalogue	catalogare
catalyse	cantabile
catalyse	capitale
catalyze	cantabile
catalyze	capitale
catamaran	catramare
catapult	catapultare
cataract	castrato
catarrh	cantare
catechism	catechistico
catechist	catechistico
categorisation	carismatico
categorisation	categorico
categorise	cantore
categorization	categorico
categorize	cantore
categorize	cauterizzare
cater	capere
caterer	battere
caterer	calere
caterer	cantare
caterer	canterellare
caterer	cantore
caterer	capere
caterpillar	canterellare
caterpillar	capillare
cathar	cabotare
cathar	cantare
cathar	capotare
cathar	caratare
cathar	carotare
cathar	cartario
cathar	castrare
cathedral	camerale
cathedral	cattedrale
cathedral	laterale
cathete	carente
cathete	latente
cation	natio
caucasian	caucasico
caucuse	causare
caulk	casual
causative	causare
causative	causale
causative	caustico
cause	causale
cauterise	catanese
cauterise	cautelare
cauterise	cauterizzare
cauterize	cateterizzare
cauterize	cautelare
cauterize	cauterizzare
caution	canuto
caution	caotico
caution	cattivo
caution	caustico
cavale	campale
cavale	carnale
cavale	causale
cavale	navale
cavalier	carovaniero
cavalier	cavare
cavalier	cavallino
cavalier	navale
caveat	carenato
caver	cadere
caver	calere
cavil	cavilloso
cavil	civile
cavort	calvo
cavort	cavo
cavort	favorito
cavort	lavorato
cease	celare
cease	cerare
cedar	sedare
cede	cedere
celeb	celare
celeb	celere
celeb	celibe
celebrant	celebre
celebrant	celebrativo
celebrate	celebre
celebrate	celebrante
celebrate	celebrativo
celebration	celeberrimo
celebration	celebrante
celebration	celebrativo
celebration	cerato
cellar	cesellare
cellar	collare
celt	celeste
cement	cementifero
cement	certamente
cement	comunemente
cement	demente
cemetery	cementare
cemetery	cementiero
cemetery	cementifero
censer	consumer
censor	censito
censor	denso
censor	sensorio
censore	cantore
censore	censito
censore	consortile
censure	censurabile
censure	cessare
censure	consumare
cent	censito
centaur	cantare
centaur	centenario
centaur	venturo
centenarian	centenario
center	centenario
centesimal	ventesimo
centile	cantabile
centile	celestiale
centile	cementiero
centile	censire
centile	centinare
centile	centrale
centile	congeniale
centile	consentire
centile	consortile
centile	contabile
centile	geniale
centile	gentile
centile	pensile
centile	pentire
centile	senile
centime	censire
centime	centripeto
centime	gentile
centime	mentire
centipede	centripeto
centralise	centrale
centralise	centralizzare
centralise	centrista
centralise	dentale
centralize	centrare
centralize	centrale
centralize	centralizzare
centralize	dentale
centralize	ventrale
centre	centrale
centre	centripeto
centre	contare
centre	contentare
centre	pentire
centrist	contristare
centrist	contrito
centroid	centrista
centromere	cantore
centromere	centimetrare
centromere	centro-meridionale
centromere	centroamericano
centromere	centroeuropeo
centurion	censuario
centurion	centrato
centurion	centrifugo
centurion	centripeto
centurion	contrito
centurion	dentario
ceptor	copto
ceratopsian	certosino
cereal	cereo
cert	cerato
cert	certo
certe	cedere
certe	cerato
cesspit	censito
cetacean	ceceno
chair	chiaro
chalice	chic
chamber	charter
champer	charter
chandelier	chandleriano
chandler	chandleriano
changer	charter
chantry	charter
chaperon	chiaro
char	charter
char	chiaro
char	chinare
characterize	charter
charcoal	chiaro
charge	charter
charge	chattare
charge	chiarire
charge	chiosare
chargee	chetare
chargee	chinare
charger	charter
chariot	chiaro
charm	chiaro
charno	chino
charter	charter
charter	chetare
charter	chinare
charterer	coartare
chase	chiassone
chastise	chiassone
chat	charter
chatter	charter
cheat	cheto
cheery	chiedere
cheese	chiedere
chelate	charter
chelate	chetare
cheop	cheto
chest	cheto
chicane	chiassone
chicane	chic
chicane	chiocciare
chick	chic
chicken	chic
chide	chiodare
chide	chiudere
chimaera	chiaro
chimaera	chimerico
chime	chimerico
chimera	chimerico
chimney	chinare
chin	chic
chinaman	chiamare
chinampa	chiamare
chinampa	chiappare
chino	chiuso
chipmaker	chiamare
chit	chiesto
chitter	charter
chive	chiavare
chloride	colorire
chlorinate	chinare
chock	shock
choir	chiaro
chondrite	chiodare
choose	chiosare
chordate	chiodare
chore	chiodare
chore	chiosare
chore	choccare
chorister	charter
chortle	charter
chrissake	chiosare
christy	chiesto
chunter	charter
cicada	ciadiano
cicada	cicalare
cicada	circadiano
cichlid	ciclico
cider	ridere
cigar	cagare
cinder	cingere
circle	circuitale
circlet	circolante
circlet	circuitale
circulate	cicalare
circulate	circa
circulate	circuire
circulate	circuitale
circumcise	circuire
circumscribe	circoscrivere
circumscribe	circoscrivibile
circus	circense
circus	circuire
cisc	cistico
cist	cistico
cistern	cilestrino
cistern	cistercense
cistern	costernare
cistern	costernato
citation	catartico
citation	cianotico
civet	civettare
civic	cinico
civic	civile
civilisation	civilistico
civilise	civile
civilise	civilistico
civilise	civilizzare
civilization	civilistico
civitate	civettare
civitate	civile
claimant	claudicante
clamour	clamoroso
claret	ilare
class	classista
class	crasso
classic	chassidico
classicist	classicistico
classicist	classista
classification	classicistico
classifier	classificabile
classmate	plasmare
clastic	elastico
clastic	plastico
clatter	charter
cleat	oleato
client	clemente
climate	climatizzare
clinic	clinico
clock	block
clown	clownesco
coal	corale
coalesce	congolese
coalmine	colmabile
coalmine	comune
coalmine	corale
coarse	comparso
coarse	contare
coarse	corso
coarse	cozzare
coarsen	collare
coast	coatto
coast	colato
coaster	costernato
coastguard	costare
coastland	costante
coastline	coglione
coastline	costante
coastline	costiero
coat	collant
coat	contato
cobra	corale
cocere	cocleare
cocere	coerente
cocere	concatenare
cocere	conciare
cocere	conchiudere
cocere	concorde
cocere	concretare
cocere	concreto
cockatoo	coatto
cockatoo	coccolato
cockatoo	colato
cockatoo	comatoso
cockatoo	concitato
cockerel	cocleare
cockerel	concedere
cockerel	concepire
cockerel	conoscere
code	condire
coder	cadere
coder	cedere
coder	collidere
coder	colludere
coder	concedere
coder	condolere
coder	corrodere
coder	godere
coder	modern
coder	rodere
coding	codino
codon	codino
codon	comodo
codon	condonare
